Price,Shaft_Diameter,Rated_torque,Max_Torque_Rating,Thermal_Rating,Actual_Ratio,Max_Input_Power,Actual_Speed_Rpm
106160.0,71.63,16943.37,24040.66,57.8,5683.72,206.59,559.35
106210.0,71.65,16951.28,24051.86,57.83,5686.39,206.68,559.61
106260.0,71.68,16959.19,24063.07,57.85,5689.05,206.78,559.87
106300.0,71.7,16967.1,24074.28,57.88,5691.71,206.88,560.14
106350.0,71.72,16975.01,24085.49,57.91,5694.37,206.97,560.4
106400.0,71.75,16982.91,24096.69,57.93,5697.03,207.07,560.66
106440.0,71.77,16990.82,24107.9,57.96,5699.69,207.17,560.92
106490.0,71.8,16998.73,24119.11,57.99,5702.35,207.26,561.18
106540.0,71.82,17006.64,24130.32,58.01,5705.01,207.36,561.44
106590.0,71.85,17014.55,24141.53,58.04,5707.67,207.46,561.71
106630.0,71.87,17022.45,24152.73,58.07,5710.33,207.55,561.97
106680.0,71.9,17030.36,24163.94,58.09,5712.99,207.65,562.23
106730.0,71.92,17038.27,24175.15,58.12,5715.65,207.75,562.49
106770.0,71.95,17046.18,24186.36,58.15,5718.31,207.84,562.75
106820.0,71.97,17054.09,24197.56,58.17,5720.97,207.94,563.02
106870.0,72.0,17061.99,24208.77,58.2,5723.64,208.04,563.28
106910.0,72.02,17069.9,24219.98,58.23,5726.3,208.13,563.54
106960.0,72.05,17077.81,24231.19,58.25,5728.96,208.23,563.8
107010.0,72.07,17085.72,24242.39,58.28,5731.62,208.33,564.06
107050.0,72.1,17093.63,24253.6,58.31,5734.28,208.42,564.33
107100.0,72.12,17101.53,24264.81,58.33,5736.94,208.52,564.59
107150.0,72.15,17109.44,24276.02,58.36,5739.6,208.62,564.85
107200.0,72.17,17117.35,24287.22,58.39,5742.26,208.71,565.11
107240.0,72.2,17125.26,24298.43,58.41,5744.92,208.81,565.37
107290.0,72.22,17133.17,24309.64,58.44,5747.58,208.91,565.64
107340.0,72.25,17141.07,24320.85,58.47,5750.24,209.01,565.9
107380.0,72.27,17148.98,24332.06,58.49,5752.9,209.1,566.16
107430.0,72.3,17156.89,24343.26,58.52,5755.56,209.2,566.42
107480.0,72.32,17164.8,24354.47,58.55,5758.22,209.3,566.68
107520.0,72.35,17172.71,24365.68,58.57,5760.88,209.39,566.95
107570.0,72.37,17180.61,24376.89,58.6,5763.55,209.49,567.21
107620.0,72.39,17188.52,24388.09,58.63,5766.21,209.59,567.47
107670.0,72.42,17196.43,24399.3,58.65,5768.87,209.68,567.73
107710.0,72.44,17204.34,24410.51,58.68,5771.53,209.78,567.99
107760.0,72.47,17212.25,24421.72,58.71,5774.19,209.88,568.25
107810.0,72.49,17220.16,24432.92,58.73,5776.85,209.97,568.52
107850.0,72.52,17228.06,24444.13,58.76,5779.51,210.07,568.78
107900.0,72.54,17235.97,24455.34,58.79,5782.17,210.17,569.04
107950.0,72.57,17243.88,24466.55,58.81,5784.83,210.26,569.3
107990.0,72.59,17251.79,24477.75,58.84,5787.49,210.36,569.56
108040.0,72.62,17259.7,24488.96,58.87,5790.15,210.46,569.83
108090.0,72.64,17267.6,24500.17,58.89,5792.81,210.55,570.09
108130.0,72.67,17275.51,24511.38,58.92,5795.47,210.65,570.35
108180.0,72.69,17283.42,24522.59,58.95,5798.13,210.75,570.61
108230.0,72.72,17291.33,24533.79,58.97,5800.79,210.84,570.87
108280.0,72.74,17299.24,24545.0,59.0,5803.46,210.94,571.14
108320.0,72.77,17307.14,24556.21,59.03,5806.12,211.04,571.4
108370.0,72.79,17315.05,24567.42,59.05,5808.78,211.13,571.66
108420.0,72.82,17322.96,24578.62,59.08,5811.44,211.23,571.92
108460.0,72.84,17330.87,24589.83,59.11,5814.1,211.33,572.18
108510.0,72.87,17338.78,24601.04,59.13,5816.76,211.42,572.45
108560.0,72.89,17346.68,24612.25,59.16,5819.42,211.52,572.71
108600.0,72.92,17354.59,24623.45,59.19,5822.08,211.62,572.97
108650.0,72.94,17362.5,24634.66,59.21,5824.74,211.71,573.23
108700.0,72.97,17370.41,24645.87,59.24,5827.4,211.81,573.49
108750.0,72.99,17378.32,24657.08,59.27,5830.06,211.91,573.76
108790.0,73.01,17386.22,24668.28,59.29,5832.72,212.0,574.02
108840.0,73.04,17394.13,24679.49,59.32,5835.38,212.1,574.28
108890.0,73.06,17402.04,24690.7,59.35,5838.04,212.2,574.54
108930.0,73.09,17409.95,24701.91,59.37,5840.7,212.29,574.8
108980.0,73.11,17417.86,24713.12,59.4,5843.37,212.39,575.07
109030.0,73.14,17425.76,24724.32,59.43,5846.03,212.49,575.33
109070.0,73.16,17433.67,24735.53,59.45,5848.69,212.59,575.59
109120.0,73.19,17441.58,24746.74,59.48,5851.35,212.68,575.85
109170.0,73.21,17449.49,24757.95,59.51,5854.01,212.78,576.11
109210.0,73.24,17457.4,24769.15,59.53,5856.67,212.88,576.37
109260.0,73.26,17465.31,24780.36,59.56,5859.33,212.97,576.64
109310.0,73.29,17473.21,24791.57,59.59,5861.99,213.07,576.9
109360.0,73.31,17481.12,24802.78,59.61,5864.65,213.17,577.16
109400.0,73.34,17489.03,24813.98,59.64,5867.31,213.26,577.42
109450.0,73.36,17496.94,24825.19,59.67,5869.97,213.36,577.68
109500.0,73.39,17504.85,24836.4,59.69,5872.63,213.46,577.95
109540.0,73.41,17512.75,24847.61,59.72,5875.29,213.55,578.21
109590.0,73.44,17520.66,24858.81,59.75,5877.95,213.65,578.47
109640.0,73.46,17528.57,24870.02,59.77,5880.62,213.75,578.73
109680.0,73.49,17536.48,24881.23,59.8,5883.28,213.84,578.99
109730.0,73.51,17544.39,24892.44,59.83,5885.94,213.94,579.26
109780.0,73.54,17552.29,24903.65,59.85,5888.6,214.04,579.52
109820.0,73.56,17560.2,24914.85,59.88,5891.26,214.13,579.78
109870.0,73.59,17568.11,24926.06,59.91,5893.92,214.23,580.04
109920.0,73.61,17576.02,24937.27,59.93,5896.58,214.33,580.3
109970.0,73.64,17583.93,24948.48,59.96,5899.24,214.42,580.57
110010.0,73.66,17591.83,24959.68,59.99,5901.9,214.52,580.83
110060.0,73.68,17599.74,24970.89,60.01,5904.56,214.62,581.09
110110.0,73.71,17607.65,24982.1,60.04,5907.22,214.71,581.35
110150.0,73.73,17615.56,24993.31,60.07,5909.88,214.81,581.61
110200.0,73.76,17623.47,25004.51,60.09,5912.54,214.91,581.88
110250.0,73.78,17631.37,25015.72,60.12,5915.2,215.0,582.14
110290.0,73.81,17639.28,25026.93,60.15,5917.86,215.1,582.4
110340.0,73.83,17647.19,25038.14,60.17,5920.53,215.2,582.66
110390.0,73.86,17655.1,25049.34,60.2,5923.19,215.29,582.92
110440.0,73.88,17663.01,25060.55,60.23,5925.85,215.39,583.19
110480.0,73.91,17670.91,25071.76,60.25,5928.51,215.49,583.45
110530.0,73.93,17678.82,25082.97,60.28,5931.17,215.58,583.71
110580.0,73.96,17686.73,25094.18,60.31,5933.83,215.68,583.97
110620.0,73.98,17694.64,25105.38,60.33,5936.49,215.78,584.23
110670.0,74.01,17702.55,25116.59,60.36,5939.15,215.87,584.49
110720.0,74.03,17710.45,25127.8,60.39,5941.81,215.97,584.76
110760.0,74.06,17718.36,25139.01,60.41,5944.47,216.07,585.02
110810.0,74.08,17726.27,25150.21,60.44,5947.13,216.17,585.28
110860.0,74.11,17734.18,25161.42,60.47,5949.79,216.26,585.54
110900.0,74.13,17742.09,25172.63,60.49,5952.45,216.36,585.8
110950.0,74.16,17750.0,25183.84,60.52,5955.11,216.46,586.07
111000.0,74.18,17757.9,25195.04,60.55,5957.77,216.55,586.33
111050.0,74.21,17765.81,25206.25,60.57,5960.44,216.65,586.59
111090.0,74.23,17773.72,25217.46,60.6,5963.1,216.75,586.85
111140.0,74.26,17781.63,25228.67,60.63,5965.76,216.84,587.11
111190.0,74.28,17789.54,25239.87,60.65,5968.42,216.94,587.38
111230.0,74.3,17797.44,25251.08,60.68,5971.08,217.04,587.64
111280.0,74.33,17805.35,25262.29,60.71,5973.74,217.13,587.9
111330.0,74.35,17813.26,25273.5,60.73,5976.4,217.23,588.16
111370.0,74.38,17821.17,25284.71,60.76,5979.06,217.33,588.42
111420.0,74.4,17829.08,25295.91,60.79,5981.72,217.42,588.69
111470.0,74.43,17836.98,25307.12,60.81,5984.38,217.52,588.95
111520.0,74.45,17844.89,25318.33,60.84,5987.04,217.62,589.21
111560.0,74.48,17852.8,25329.54,60.87,5989.7,217.71,589.47
111610.0,74.5,17860.71,25340.74,60.89,5992.36,217.81,589.73
111660.0,74.53,17868.62,25351.95,60.92,5995.02,217.91,590.0
111700.0,74.55,17876.52,25363.16,60.95,5997.68,218.0,590.26
111750.0,74.58,17884.43,25374.37,60.97,6000.35,218.1,590.52
111800.0,74.6,17892.34,25385.57,61.0,6003.01,218.2,590.78
111840.0,74.63,17900.25,25396.78,61.03,6005.67,218.29,591.04
111890.0,74.65,17908.16,25407.99,61.05,6008.33,218.39,591.31
111940.0,74.68,17916.06,25419.2,61.08,6010.99,218.49,591.57
111980.0,74.7,17923.97,25430.4,61.11,6013.65,218.58,591.83
112030.0,74.73,17931.88,25441.61,61.13,6016.31,218.68,592.09
112080.0,74.75,17939.79,25452.82,61.16,6018.97,218.78,592.35
112130.0,74.78,17947.7,25464.03,61.19,6021.63,218.87,592.61
112170.0,74.8,17955.6,25475.24,61.21,6024.29,218.97,592.88
112220.0,74.83,17963.51,25486.44,61.24,6026.95,219.07,593.14
112270.0,74.85,17971.42,25497.65,61.27,6029.61,219.16,593.4
112310.0,74.88,17979.33,25508.86,61.29,6032.27,219.26,593.66
112360.0,74.9,17987.24,25520.07,61.32,6034.93,219.36,593.92
112410.0,74.93,17995.15,25531.27,61.35,6037.6,219.45,594.19
112450.0,74.95,18003.05,25542.48,61.37,6040.26,219.55,594.45
112500.0,74.97,18010.96,25553.69,61.4,6042.92,219.65,594.71
112550.0,75.0,18018.87,25564.9,61.43,6045.58,219.75,594.97
112590.0,75.02,18026.78,25576.1,61.45,6048.24,219.84,595.23
112640.0,75.05,18034.69,25587.31,61.48,6050.9,219.94,595.5
112690.0,75.07,18042.59,25598.52,61.51,6053.56,220.04,595.76
112740.0,75.1,18050.5,25609.73,61.53,6056.22,220.13,596.02
112780.0,75.12,18058.41,25620.93,61.56,6058.88,220.23,596.28
112830.0,75.15,18066.32,25632.14,61.59,6061.54,220.33,596.54
112880.0,75.17,18074.23,25643.35,61.61,6064.2,220.42,596.81
112920.0,75.2,18082.13,25654.56,61.64,6066.86,220.52,597.07
112970.0,75.22,18090.04,25665.77,61.67,6069.52,220.62,597.33
113020.0,75.25,18097.95,25676.97,61.69,6072.18,220.71,597.59
113060.0,75.27,18105.86,25688.18,61.72,6074.84,220.81,597.85
113110.0,75.3,18113.77,25699.39,61.75,6077.51,220.91,598.12
113160.0,75.32,18121.67,25710.6,61.77,6080.17,221.0,598.38
113210.0,75.35,18129.58,25721.8,61.8,6082.83,221.1,598.64
113250.0,75.37,18137.49,25733.01,61.83,6085.49,221.2,598.9
113300.0,75.4,18145.4,25744.22,61.85,6088.15,221.29,599.16
113350.0,75.42,18153.31,25755.43,61.88,6090.81,221.39,599.43
113390.0,75.45,18161.21,25766.63,61.91,6093.47,221.49,599.69
113440.0,75.47,18169.12,25777.84,61.93,6096.13,221.58,599.95
113490.0,75.5,18177.03,25789.05,61.96,6098.79,221.68,600.21
113530.0,75.52,18184.94,25800.26,61.99,6101.45,221.78,600.47
113580.0,75.55,18192.85,25811.46,62.01,6104.11,221.87,600.73
113630.0,75.57,18200.75,25822.67,62.04,6106.77,221.97,601.0
113670.0,75.59,18208.66,25833.88,62.07,6109.43,222.07,601.26
113720.0,75.62,18216.57,25845.09,62.09,6112.09,222.16,601.52
113770.0,75.64,18224.48,25856.3,62.12,6114.75,222.26,601.78
113820.0,75.67,18232.39,25867.5,62.15,6117.42,222.36,602.04
113860.0,75.69,18240.3,25878.71,62.17,6120.08,222.45,602.31
113910.0,75.72,18248.2,25889.92,62.2,6122.74,222.55,602.57
113960.0,75.74,18256.11,25901.13,62.23,6125.4,222.65,602.83
114000.0,75.77,18264.02,25912.33,62.25,6128.06,222.74,603.09
114050.0,75.79,18271.93,25923.54,62.28,6130.72,222.84,603.35
114100.0,75.82,18279.84,25934.75,62.31,6133.38,222.94,603.62
114140.0,75.84,18287.74,25945.96,62.33,6136.04,223.03,603.88
114190.0,75.87,18295.65,25957.16,62.36,6138.7,223.13,604.14
114240.0,75.89,18303.56,25968.37,62.39,6141.36,223.23,604.4
114290.0,75.92,18311.47,25979.58,62.41,6144.02,223.33,604.66
114330.0,75.94,18319.38,25990.79,62.44,6146.68,223.42,604.93
114380.0,75.97,18327.28,26001.99,62.47,6149.34,223.52,605.19
114430.0,75.99,18335.19,26013.2,62.49,6152.0,223.62,605.45
114470.0,76.02,18343.1,26024.41,62.52,6154.66,223.71,605.71
114520.0,76.04,18351.01,26035.62,62.55,6157.33,223.81,605.97
114570.0,76.07,18358.92,26046.83,62.57,6159.99,223.91,606.24
114610.0,76.09,18366.82,26058.03,62.6,6162.65,224.0,606.5
114660.0,76.12,18374.73,26069.24,62.63,6165.31,224.1,606.76
114710.0,76.14,18382.64,26080.45,62.65,6167.97,224.2,607.02
114750.0,76.17,18390.55,26091.66,62.68,6170.63,224.29,607.28
114800.0,76.19,18398.46,26102.86,62.71,6173.29,224.39,607.54
114850.0,76.21,18406.36,26114.07,62.73,6175.95,224.49,607.81
114900.0,76.24,18414.27,26125.28,62.76,6178.61,224.58,608.07
114940.0,76.26,18422.18,26136.49,62.79,6181.27,224.68,608.33
114990.0,76.29,18430.09,26147.69,62.81,6183.93,224.78,608.59
115040.0,76.31,18438.0,26158.9,62.84,6186.59,224.87,608.85
115080.0,76.34,18445.9,26170.11,62.87,6189.25,224.97,609.12
115130.0,76.36,18453.81,26181.32,62.89,6191.91,225.07,609.38
115180.0,76.39,18461.72,26192.52,62.92,6194.58,225.16,609.64
115220.0,76.41,18469.63,26203.73,62.95,6197.24,225.26,609.9
115270.0,76.44,18477.54,26214.94,62.97,6199.9,225.36,610.16
115320.0,76.46,18485.45,26226.15,63.0,6202.56,225.45,610.43
115360.0,76.49,18493.35,26237.36,63.03,6205.22,225.55,610.69
115410.0,76.51,18501.26,26248.56,63.05,6207.88,225.65,610.95
115460.0,76.54,18509.17,26259.77,63.08,6210.54,225.74,611.21
115510.0,76.56,18517.08,26270.98,63.11,6213.2,225.84,611.47
115550.0,76.59,18524.99,26282.19,63.13,6215.86,225.94,611.74
115600.0,76.61,18532.89,26293.39,63.16,6218.52,226.03,612.0
115650.0,76.64,18540.8,26304.6,63.19,6221.18,226.13,612.26
115690.0,76.66,18548.71,26315.81,63.21,6223.84,226.23,612.52
115740.0,76.69,18556.62,26327.02,63.24,6226.5,226.32,612.78
115790.0,76.71,18564.53,26338.22,63.27,6229.16,226.42,613.05
115830.0,76.74,18572.43,26349.43,63.29,6231.82,226.52,613.31
115880.0,76.76,18580.34,26360.64,63.32,6234.49,226.61,613.57
115930.0,76.79,18588.25,26371.85,63.35,6237.15,226.71,613.83
115980.0,76.81,18596.16,26383.05,63.37,6239.81,226.81,614.09
116020.0,76.84,18604.07,26394.26,63.4,6242.47,226.91,614.36
116070.0,76.86,18611.97,26405.47,63.43,6245.13,227.0,614.62
116120.0,76.88,18619.88,26416.68,63.45,6247.79,227.1,614.88
116160.0,76.91,18627.79,26427.89,63.48,6250.45,227.2,615.14
116210.0,76.93,18635.7,26439.09,63.51,6253.11,227.29,615.4
116260.0,76.96,18643.61,26450.3,63.53,6255.77,227.39,615.66
116300.0,76.98,18651.51,26461.51,63.56,6258.43,227.49,615.93
116350.0,77.01,18659.42,26472.72,63.59,6261.09,227.58,616.19
116400.0,77.03,18667.33,26483.92,63.61,6263.75,227.68,616.45
116440.0,77.06,18675.24,26495.13,63.64,6266.41,227.78,616.71
116490.0,77.08,18683.15,26506.34,63.67,6269.07,227.87,616.97
116540.0,77.11,18691.05,26517.55,63.69,6271.73,227.97,617.24
116590.0,77.13,18698.96,26528.75,63.72,6274.4,228.07,617.5
116630.0,77.16,18706.87,26539.96,63.75,6277.06,228.16,617.76
116680.0,77.18,18714.78,26551.17,63.77,6279.72,228.26,618.02
116730.0,77.21,18722.69,26562.38,63.8,6282.38,228.36,618.28
116770.0,77.23,18730.6,26573.58,63.83,6285.04,228.45,618.55
116820.0,77.26,18738.5,26584.79,63.85,6287.7,228.55,618.81
116870.0,77.28,18746.41,26596.0,63.88,6290.36,228.65,619.07
116910.0,77.31,18754.32,26607.21,63.91,6293.02,228.74,619.33
116960.0,77.33,18762.23,26618.42,63.93,6295.68,228.84,619.59
117010.0,77.36,18770.14,26629.62,63.96,6298.34,228.94,619.86
117060.0,77.38,18778.04,26640.83,63.99,6301.0,229.03,620.12
117100.0,77.41,18785.95,26652.04,64.01,6303.66,229.13,620.38
117150.0,77.43,18793.86,26663.25,64.04,6306.32,229.23,620.64
117200.0,77.46,18801.77,26674.45,64.07,6308.98,229.32,620.9
117240.0,77.48,18809.68,26685.66,64.09,6311.64,229.42,621.17
117290.0,77.5,18817.58,26696.87,64.12,6314.31,229.52,621.43
117340.0,77.53,18825.49,26708.08,64.15,6316.97,229.61,621.69
117380.0,77.55,18833.4,26719.28,64.17,6319.63,229.71,621.95
117430.0,77.58,18841.31,26730.49,64.2,6322.29,229.81,622.21
117480.0,77.6,18849.22,26741.7,64.23,6324.95,229.9,622.48
117520.0,77.63,18857.12,26752.91,64.25,6327.61,230.0,622.74
117570.0,77.65,18865.03,26764.11,64.28,6330.27,230.1,623.0
117620.0,77.68,18872.94,26775.32,64.31,6332.93,230.19,623.26
117670.0,77.7,18880.85,26786.53,64.33,6335.59,230.29,623.52
117710.0,77.73,18888.76,26797.74,64.36,6338.25,230.39,623.78
117760.0,77.75,18896.66,26808.95,64.39,6340.91,230.49,624.05
117810.0,77.78,18904.57,26820.15,64.41,6343.57,230.58,624.31
117850.0,77.8,18912.48,26831.36,64.44,6346.23,230.68,624.57
117900.0,77.83,18920.39,26842.57,64.47,6348.89,230.78,624.83
117950.0,77.85,18928.3,26853.78,64.49,6351.56,230.87,625.09
117990.0,77.88,18936.2,26864.98,64.52,6354.22,230.97,625.36
118040.0,77.9,18944.11,26876.19,64.55,6356.88,231.07,625.62
118090.0,77.93,18952.02,26887.4,64.57,6359.54,231.16,625.88
118130.0,77.95,18959.93,26898.61,64.6,6362.2,231.26,626.14
118180.0,77.98,18967.84,26909.81,64.63,6364.86,231.36,626.4
118230.0,78.0,18975.75,26921.02,64.65,6367.52,231.45,626.67
118280.0,78.03,18983.65,26932.23,64.68,6370.18,231.55,626.93
118320.0,78.05,18991.56,26943.44,64.71,6372.84,231.65,627.19
118370.0,78.08,18999.47,26954.64,64.73,6375.5,231.74,627.45
118420.0,78.1,19007.38,26965.85,64.76,6378.16,231.84,627.71
118460.0,78.13,19015.29,26977.06,64.79,6380.82,231.94,627.98
118510.0,78.15,19023.19,26988.27,64.81,6383.48,232.03,628.24
118560.0,78.17,19031.1,26999.48,64.84,6386.14,232.13,628.5
118600.0,78.2,19039.01,27010.68,64.87,6388.8,232.23,628.76
118650.0,78.22,19046.92,27021.89,64.89,6391.47,232.32,629.02
118700.0,78.25,19054.83,27033.1,64.92,6394.13,232.42,629.29
118750.0,78.27,19062.73,27044.31,64.95,6396.79,232.52,629.55
118790.0,78.3,19070.64,27055.51,64.97,6399.45,232.61,629.81
118840.0,78.32,19078.55,27066.72,65.0,6402.11,232.71,630.07
118890.0,78.35,19086.46,27077.93,65.03,6404.77,232.81,630.33
118930.0,78.37,19094.37,27089.14,65.05,6407.43,232.9,630.6
118980.0,78.4,19102.27,27100.34,65.08,6410.09,233.0,630.86
119030.0,78.42,19110.18,27111.55,65.11,6412.75,233.1,631.12
119070.0,78.45,19118.09,27122.76,65.13,6415.41,233.19,631.38
119120.0,78.47,19126.0,27133.97,65.16,6418.07,233.29,631.64
119170.0,78.5,19133.91,27145.17,65.19,6420.73,233.39,631.9
119210.0,78.52,19141.81,27156.38,65.21,6423.39,233.48,632.17
119260.0,78.55,19149.72,27167.59,65.24,6426.05,233.58,632.43
119310.0,78.57,19157.63,27178.8,65.27,6428.71,233.68,632.69
119360.0,78.6,19165.54,27190.01,65.29,6431.38,233.77,632.95
119400.0,78.62,19173.45,27201.21,65.32,6434.04,233.87,633.21
119450.0,78.65,19181.35,27212.42,65.35,6436.7,233.97,633.48
119500.0,78.67,19189.26,27223.63,65.37,6439.36,234.07,633.74
119540.0,78.7,19197.17,27234.84,65.4,6442.02,234.16,634.0
119590.0,78.72,19205.08,27246.04,65.43,6444.68,234.26,634.26
119640.0,78.75,19212.99,27257.25,65.45,6447.34,234.36,634.52
119680.0,78.77,19220.9,27268.46,65.48,6450.0,234.45,634.79
119730.0,78.79,19228.8,27279.67,65.51,6452.66,234.55,635.05
119780.0,78.82,19236.71,27290.87,65.53,6455.32,234.65,635.31
119820.0,78.84,19244.62,27302.08,65.56,6457.98,234.74,635.57
119870.0,78.87,19252.53,27313.29,65.59,6460.64,234.84,635.83
119920.0,78.89,19260.44,27324.5,65.61,6463.3,234.94,636.1
119970.0,78.92,19268.34,27335.71,65.64,6465.96,235.03,636.36
120010.0,78.94,19276.25,27346.91,65.67,6468.62,235.13,636.62
120060.0,78.97,19284.16,27358.12,65.69,6471.29,235.23,636.88
120110.0,78.99,19292.07,27369.33,65.72,6473.95,235.32,637.14
120150.0,79.02,19299.98,27380.54,65.75,6476.61,235.42,637.41
120200.0,79.04,19307.88,27391.74,65.77,6479.27,235.52,637.67
120250.0,79.07,19315.79,27402.95,65.8,6481.93,235.61,637.93
120290.0,79.09,19323.7,27414.16,65.83,6484.59,235.71,638.19
120340.0,79.12,19331.61,27425.37,65.85,6487.25,235.81,638.45
120390.0,79.14,19339.52,27436.57,65.88,6489.91,235.9,638.71
120440.0,79.17,19347.42,27447.78,65.91,6492.57,236.0,638.98
120480.0,79.19,19355.33,27458.99,65.93,6495.23,236.1,639.24
120530.0,79.22,19363.24,27470.2,65.96,6497.89,236.19,639.5
120580.0,79.24,19371.15,27481.4,65.99,6500.55,236.29,639.76
120620.0,79.27,19379.06,27492.61,66.01,6503.21,236.39,640.02
120670.0,79.29,19386.96,27503.82,66.04,6505.87,236.48,640.29
120720.0,79.32,19394.87,27515.03,66.07,6508.54,236.58,640.55
120760.0,79.34,19402.78,27526.24,66.09,6511.2,236.68,640.81
120810.0,79.37,19410.69,27537.44,66.12,6513.86,236.77,641.07
120860.0,79.39,19418.6,27548.65,66.15,6516.52,236.87,641.33
120900.0,79.42,19426.5,27559.86,66.17,6519.18,236.97,641.6
120950.0,79.44,19434.41,27571.07,66.2,6521.84,237.06,641.86
121000.0,79.46,19442.32,27582.27,66.23,6524.5,237.16,642.12
121050.0,79.49,19450.23,27593.48,66.25,6527.16,237.26,642.38
121090.0,79.51,19458.14,27604.69,66.28,6529.82,237.35,642.64
121140.0,79.54,19466.05,27615.9,66.31,6532.48,237.45,642.91
121190.0,79.56,19473.95,27627.1,66.33,6535.14,237.55,643.17
121230.0,79.59,19481.86,27638.31,66.36,6537.8,237.65,643.43
121280.0,79.61,19489.77,27649.52,66.39,6540.46,237.74,643.69
121330.0,79.64,19497.68,27660.73,66.41,6543.12,237.84,643.95
121370.0,79.66,19505.59,27671.93,66.44,6545.78,237.94,644.22
121420.0,79.69,19513.49,27683.14,66.47,6548.45,238.03,644.48
121470.0,79.71,19521.4,27694.35,66.49,6551.11,238.13,644.74
121520.0,79.74,19529.31,27705.56,66.52,6553.77,238.23,645.0
121560.0,79.76,19537.22,27716.77,66.55,6556.43,238.32,645.26
121610.0,79.79,19545.13,27727.97,66.57,6559.09,238.42,645.53
121660.0,79.81,19553.03,27739.18,66.6,6561.75,238.52,645.79
121700.0,79.84,19560.94,27750.39,66.63,6564.41,238.61,646.05
121750.0,79.86,19568.85,27761.6,66.65,6567.07,238.71,646.31
121800.0,79.89,19576.76,27772.8,66.68,6569.73,238.81,646.57
121840.0,79.91,19584.67,27784.01,66.71,6572.39,238.9,646.83
121890.0,79.94,19592.57,27795.22,66.73,6575.05,239.0,647.1
121940.0,79.96,19600.48,27806.43,66.76,6577.71,239.1,647.36
121980.0,79.99,19608.39,27817.63,66.79,6580.37,239.19,647.62
122030.0,80.01,19616.3,27828.84,66.81,6583.03,239.29,647.88
122080.0,80.04,19624.21,27840.05,66.84,6585.69,239.39,648.14
122130.0,80.06,19632.11,27851.26,66.87,6588.36,239.48,648.41
122170.0,80.08,19640.02,27862.46,66.89,6591.02,239.58,648.67
122220.0,80.11,19647.93,27873.67,66.92,6593.68,239.68,648.93
122270.0,80.13,19655.84,27884.88,66.95,6596.34,239.77,649.19
122310.0,80.16,19663.75,27896.09,66.97,6599.0,239.87,649.45
122360.0,80.18,19671.65,27907.3,67.0,6601.66,239.97,649.72
122410.0,80.21,19679.56,27918.5,67.03,6604.32,240.06,649.98
122450.0,80.23,19687.47,27929.71,67.05,6606.98,240.16,650.24
122500.0,80.26,19695.38,27940.92,67.08,6609.64,240.26,650.5
122550.0,80.28,19703.29,27952.13,67.11,6612.3,240.35,650.76
122590.0,80.31,19711.2,27963.33,67.13,6614.96,240.45,651.03
122640.0,80.33,19719.1,27974.54,67.16,6617.62,240.55,651.29
122690.0,80.36,19727.01,27985.75,67.19,6620.28,240.64,651.55
122740.0,80.38,19734.92,27996.96,67.21,6622.94,240.74,651.81
122780.0,80.41,19742.83,28008.16,67.24,6625.6,240.84,652.07
122830.0,80.43,19750.74,28019.37,67.27,6628.27,240.93,652.34
122880.0,80.46,19758.64,28030.58,67.29,6630.93,241.03,652.6
122920.0,80.48,19766.55,28041.79,67.32,6633.59,241.13,652.86
122970.0,80.51,19774.46,28052.99,67.35,6636.25,241.22,653.12
123020.0,80.53,19782.37,28064.2,67.37,6638.91,241.32,653.38
123060.0,80.56,19790.28,28075.41,67.4,6641.57,241.42,653.65
123110.0,80.58,19798.18,28086.62,67.43,6644.23,241.52,653.91
123160.0,80.61,19806.09,28097.83,67.45,6646.89,241.61,654.17
123210.0,80.63,19814.0,28109.03,67.48,6649.55,241.71,654.43
123250.0,80.66,19821.91,28120.24,67.51,6652.21,241.81,654.69
123300.0,80.68,19829.82,28131.45,67.53,6654.87,241.9,654.95
123350.0,80.71,19837.72,28142.66,67.56,6657.53,242.0,655.22
123390.0,80.73,19845.63,28153.86,67.59,6660.19,242.1,655.48
123440.0,80.75,19853.54,28165.07,67.61,6662.85,242.19,655.74
123490.0,80.78,19861.45,28176.28,67.64,6665.52,242.29,656.0
123530.0,80.8,19869.36,28187.49,67.67,6668.18,242.39,656.26
123580.0,80.83,19877.26,28198.69,67.69,6670.84,242.48,656.53
123630.0,80.85,19885.17,28209.9,67.72,6673.5,242.58,656.79
123670.0,80.88,19893.08,28221.11,67.75,6676.16,242.68,657.05
123720.0,80.9,19900.99,28232.32,67.77,6678.82,242.77,657.31
123770.0,80.93,19908.9,28243.52,67.8,6681.48,242.87,657.57
123820.0,80.95,19916.8,28254.73,67.83,6684.14,242.97,657.84
123860.0,80.98,19924.71,28265.94,67.85,6686.8,243.06,658.1
123910.0,81.0,19932.62,28277.15,67.88,6689.46,243.16,658.36
123960.0,81.03,19940.53,28288.36,67.91,6692.12,243.26,658.62
124000.0,81.05,19948.44,28299.56,67.93,6694.78,243.35,658.88
124050.0,81.08,19956.34,28310.77,67.96,6697.44,243.45,659.15
124100.0,81.1,19964.25,28321.98,67.99,6700.1,243.55,659.41
124140.0,81.13,19972.16,28333.19,68.01,6702.76,243.64,659.67
124190.0,81.15,19980.07,28344.39,68.04,6705.43,243.74,659.93
124240.0,81.18,19987.98,28355.6,68.07,6708.09,243.84,660.19
