Total_Weight,Planet_Gears,Input_Shaft,Output_Shaft,Housing,Ring_Gear,Sun_Gear,Carrier,Bearings,Seals
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
50,10,5,5,10,7.5,6,4,3.5,1.5
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
50,10,5,5,10,7.5,6,4,3.5,1.5
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
80,16,8,8,16,12,9.6,6.4,5.6,2.4
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
50,10,5,5,10,7.5,6,4,3.5,1.5
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
100,20,10,10,20,15,12,8,7,3
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
40,8,4,4,8,6,4.8,3.2,2.8,1.2
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
40,8,4,4,8,6,4.8,3.2,2.8,1.2
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
20,4,2,2,4,3,2.4,1.6,1.4,0.6
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
100,20,10,10,20,15,12,8,7,3
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
50,10,5,5,10,7.5,6,4,3.5,1.5
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
40,8,4,4,8,6,4.8,3.2,2.8,1.2
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
60,12,6,6,12,9,7.2,4.8,4.2,1.8
50,10,5,5,10,7.5,6,4,3.5,1.5
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
40,8,4,4,8,6,4.8,3.2,2.8,1.2
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
60,12,6,6,12,9,7.2,4.8,4.2,1.8
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
60,12,6,6,12,9,7.2,4.8,4.2,1.8
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
40,8,4,4,8,6,4.8,3.2,2.8,1.2
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
